7188225704,(718) 822-5704,Caribe Restaurant,1762 Crosby Ave,40.8467636108398,-73.8317260742188,$$,3.0,67,06/27/2018,02B|10B|10F|02B|06D|02B|06C|06D|10F|10F|04L|06C|08A|03B|04L|08A,1762 Crosby Ave,13,A,Cycle Inspection / Initial Inspection,Latin (Cuban/ Dominican/ Puerto Rican/ South & Central American),Critical,Caribe Restaurant,Bronx,US,NY,10461,BRONX,10461,16
2122535888,(212) 253-5888,Mayahuel,304 E 6th St,40.72711,-73.98817,$$,4.0,594,04/04/2018,04L|08A|10B,304 E 6th St,12,A,Pre-permit (Operational) / Initial Inspection,Mexican,Critical,Mayahuel Mariposa,New York,US,NY,10003,MANHATTAN,10003,3
3475907067,(347) 590-7067,Rey's Smoothie,1320 Jerome Ave,40.8384567192967,-73.9187905753916,,5.0,1,09/11/2018,04L|04N|08A|10F|20D|22C|04K|04N|08A|20D|06C|10B|04K|04L|04N|06E|08A|10F|22C|04A|04C|04M|04N|10B|04A|04N|08A|10F|02B|04L|04N|08A|02G|04K|04N|06D|08A|06D|10F|04H|06D|10B|10J,1320 Jerome Ave,12,A,Cycle Inspection / Re-inspection,Juice/ Smoothies/ Fruit Salads,Critical,Ray's Smoothies,Bronx,US,NY,10452,BRONX,10452,43
3479134788,(347) 913-4788,B & D's,130 W 238th St,40.8834803564714,-73.8978450759748,$,4.0,34,09/28/2018,06A|08C,130 W 238th St,7,A,Pre-permit (Operational) / Initial Inspection,Spanish,Critical,100% Juice Bar Cafe,Bronx,US,NY,10463,BRONX,10463,2
7186066121,(718) 606-6121,La Sala,3205 Crescent St,40.7632006,-73.9286183,$$,4.5,110,12/19/2018,04C|10D|02A|10H|15F|04A|06C|06D|20E|04A|04H|04C|10I|04L|08A|04J,3205 Crescent St,9,A,Cycle Inspection / Initial Inspection,American,Critical,La Sala,Astoria,US,NY,11106,QUEENS,11106,16
7189983900,(718) 998-3900,Sophie's Bistro & Lounge,1906 Coney Island Ave,40.6108874,-73.9626388,,2.0,1,02/19/2019,10F|04H|08C|10F|05D|10F,1906 Coney Island Ave,3,A,Cycle Inspection / Initial Inspection,Jewish/Kosher,Not Critical,Sophie's,Brooklyn,US,NY,11230,BROOKLYN,11230,6
9292382748,(718) 341-2575,Kennedy Deli & Pizza,15705 Rockaway Blvd,40.6663,-73.779056,,2.0,8,01/18/2019,02G|04A|04J|05D|06C|10H|16B|02G|04N|06E|10B|02G|04A|04H|04N|06A|06C|08A|04E|04M|10F|10F|04M|10B|10F|02G|04M|04N|08A|10B|04M|08C|05D|10B|10F|06D|10B,15705 Rockaway Blvd,42,,Cycle Inspection / Initial Inspection,Chicken,Critical,Kennedy Deli & grocery,Jamaica,US,NY,11434,QUEENS,11434,37
7184352233,(718) 435-2233,Corner Cafe,2 Ditmas Ave,40.6353346976873,-73.9788943446649,$$,4.0,18,03/29/2019,04A|06D|10B|10F|04L|04N|08C|04N|06C|08A|10B|04L|08A|10D|02B|04L|06C|08A|20F|02G|04N|06C|20F|02B|02G|04H|06C|10F|15F|20D|20F|02H|06C|06E|06F|10I|10J|20F|22B|22C|04L|08A|15I|20F|04L|04N|06D|10J|04J|04L|06C|08A|10I,2 Ditmas Ave,21,,Cycle Inspection / Initial Inspection,Jewish/Kosher,Critical,Corner Cafe,Brooklyn,US,NY,11218,BROOKLYN,11218,53
2129667364,(212) 966-7364,Taim,64 W 22nd St,40.74205,-73.9931,,3.5,30,04/04/2019,02G|06C|06D|06E|10F,64 W 22nd St,24,Not Yet Graded,Pre-permit (Operational) / Initial Inspection,Other,Critical,Taim Flatiron,New York,US,NY,10010,MANHATTAN,10010,5
3477852738,(347) 785-2738,The Green Place African Cuisine And Restaurant,180 Rockaway Ave,40.677021,-73.911163,$$,3.5,23,09/11/2018,06A|09B|10B|10E|02B|02H|04N|06C|08C|06C|06F|09C|06F|10B|10H|20D,180 Rockaway Ave,11,A,Cycle Inspection / Initial Inspection,African,Critical,The Green Place Nigeria Restaurant,Brooklyn,US,NY,11233,BROOKLYN,11233,16
9174465688,,Two Tablespoons,230 Park Ave,40.7542692566364,-73.9766231486392,,4.5,8,01/25/2019,06B|06C|06D|02H|04L|08A|02B|10F|02B|06C|06B|06C|06D|02H|04L|08A|02B|10F|02B|06C|06B|06C|06D|02H|04L|08A|02B|10F|02B|06C|06B|06C|06D|02H|04L|08A|02B|10F|02B|06C,230 Park Ave,11,A,Cycle Inspection / Initial Inspection,Vegetarian,Critical,BobWhite,New York,US,NY,10169,MANHATTAN,10169,40
7186800800,(718) 680-0800,Red Oak Restaurant,8305 3rd Ave,40.625395,-74.029946,$$,3.5,145,01/08/2019,10B,8305 3rd Ave,2,A,Pre-permit (Operational) / Initial Inspection,American,Not Critical,Red Oak,Brooklyn,US,NY,11209,BROOKLYN,11209,1
6466783136,(646) 678-3136,Mekong,917 Columbus Ave,40.7984,-73.96326,,4.0,33,11/29/2018,06B,917 Columbus Ave,6,A,Pre-permit (Operational) / Initial Inspection,Thai,Critical,Mekong,New York,US,NY,10025,MANHATTAN,10025,1
9293379714,(929) 337-9714,Via Roma Pizza Bar,445 Court St,40.6780373,-73.9977648,$,3.5,31,11/23/2018,04N|08A|02G|10F|04A|05D|06E|10I|04A|10H|02B|02G|04A|04J|06C|10H|06C|06D|02B|06A|10B|10F|10H|06A|10D|10F|02B|06A|06C|06D|10B|10H|,445 Court St,10,A,Cycle Inspection / Initial Inspection,Pizza/Italian,Critical,Via Roma Pizza Bar,Brooklyn,US,NY,11231,BROOKLYN,11231,33
7186371005,,Freshly Bagel,2067 Broadway,40.77834,-73.9823,,3.5,33,01/01/1900,|,2067 Broadway,,,,Other,Not Applicable,Freshly Bagel,New York,US,NY,10023,MANHATTAN,10023,2
7182355920,(718) 235-5920,Brooklyn Halal Grill,1148 Liberty Ave,40.67865,-73.8668,$,4.0,19,12/26/2018,04L|08A|04L|05D|06E|09C|04N|06D|08A|10B|02B|04L|04N|08A|10B|02B|04O|02B|04L|08A,1148 Liberty Ave,10,A,Cycle Inspection / Re-inspection,Middle Eastern,Critical,Brooklyn Halal Grill,Brooklyn,US,NY,11208,BROOKLYN,11208,20
7185522611,,Maison Yaki,626 Vanderbilt Ave,40.67749,-73.96913,,4.5,8,01/01/1900,|,626 Vanderbilt Ave,,,,Other,Not Applicable,Maison Yaki,Brooklyn,US,NY,11238,BROOKLYN,11238,2
2122282555,(212) 228-2555,Happy Wok,175 Avenue C,40.726409,-73.977447,$,3.0,11,04/04/2019,04L|18D|04D|04L|06C|06D|08A|09B|09C|10F|04L|08A|02B|04L|04N|08A|04N|08A|10F,175 Avenue C,5,Not Yet Graded,Cycle Inspection / Reopening Inspection,Chinese,Critical,Yang's Happy Wok,New York,US,NY,10009,MANHATTAN,10009,19
9173754390,(718) 683-5353,La Fontana Sorellena,885 Annadale Rd,40.5401533517139,-74.1768767492621,,4.0,10,02/07/2019,06D|10F|02B|04A|06D|10B|06D|10F|02G|06D|09B|09C,885 Annadale Rd,9,A,Cycle Inspection / Re-inspection,Italian,Critical,La Fontana Sorellena,Staten Island,US,NY,10312,STATEN ISLAND,10312,12
,(929) 342-0955,Dos Toros Taqueria,668 6th Ave,40.7413,-73.99359,$$,3.5,49,09/04/2018,02B|10F|04L|08A||,668 6th Ave,9,A,Cycle Inspection / Initial Inspection,Tex-Mex,Critical,Dos Toros Taqueria,New York,US,NY,10010,MANHATTAN,10010,6
7186767781,(718) 676-7781,Glatt Coney Kosher Chinese Restaurant,1558 Coney Island Ave,40.6194267272949,-73.9645233154297,$$,2.0,32,01/29/2019,02B|02G|04K|06C|06D|06E|08A|10F|02B|04L|08A|10F|02G|05F|04L|06A|08A|10F|10I|02B|04K|10B|10H||02B|04L|06E|08A|04L|08A|09B|10E|10F|02B|02G|05H|06C|06D|10F|04L|06E|06F|08A,1558 Coney Island Ave,51,C,Cycle Inspection / Re-inspection,Jewish/Kosher,Critical,Glatt Coney,Brooklyn,US,NY,11230,BROOKLYN,11230,43
7183661730,(718) 368-1730,Uncle Louie G's Italian Ices & Ice Cream,3138 Avenue U,40.6023799,-73.9338,$,4.5,64,08/06/2018,04L|08A|16C|06E|10F|16C|16D|16E|06E,3138 Avenue U,10,A,Cycle Inspection / Initial Inspection,Ice Cream/ Gelato/ Yogurt/ Ices,Critical,Uncle Louie G,Brooklyn,US,NY,11229,BROOKLYN,11229,9
7184932211,(718) 493-2211,New Sunny Restaurant,69 Utica Ave,40.6766935252582,-73.9302539892331,$,3.5,9,02/09/2019,06C|10A|04L|08A|04L|08A|10I|02B|06F|04M|08A|10F|02G|04L|06E,69 Utica Ave,8,A,Cycle Inspection / Re-inspection,Chinese,Critical,New Sunny Chinese Food,Brooklyn,US,NY,11213,BROOKLYN,11213,15
7185222083,(718) 522-2083,Taheni Mediterranean Grill,224 4th Ave,40.67742,-73.98343,$,4.5,186,12/27/2018,02H|10F|02B|06E|18F|06C|10F|05D|02G|06D|06E|09C|10F|10H|20A,224 4th Ave,9,A,Cycle Inspection / Initial Inspection,Mediterranean,Critical,Taheni Mediterranean Grill,Brooklyn,US,NY,11215,BROOKLYN,11215,15
9174996878,(718) 444-4300,Fontana's,2359 Ralph Ave,40.62046917,-73.9172275,$$,4.0,41,03/19/2019,04H|04L|08A,2359 Ralph Ave,21,Not Yet Graded,Pre-permit (Operational) / Initial Inspection,Italian,Critical,Fontanas's Of Brooklyn,Brooklyn,US,NY,11234,BROOKLYN,11234,3
7183796197,(718) 379-6197,No. 1 Chinese Restaurant,3004 Eastchester Rd,40.86977,-73.84262,$,3.0,11,04/02/2018,06C|10F|10F|02B,3004 Eastchester Rd,7,A,Cycle Inspection / Initial Inspection,Chinese,Critical,No 1 Restaurant,Bronx,US,NY,10469,BRONX,10469,4
6468821939,(646) 882-1939,Bo Ca Phe,222 Lafayette St,40.722046,-73.997557,$$,4.0,1112,04/10/2019,20F|02H|04N|06D|08A|09C|10B|04C|04N|06B|04L|08A|02B|04N|04C|02B|04H|10F|02G|10F|20F|02H|04N|06D|08A|09C|10B|04C|04N|06B|04L|08A|02B|04N|04C|02B|04H|10F|02G|10F,222 Lafayette St,,,Administrative Miscellaneous / Initial Inspection,Asian,Not Critical,BoCaphe,New York,US,NY,10012,MANHATTAN,10012,40
7186574992,(718) 657-4992,Geo's Pizzeria,13512 Jamaica Ave,40.702366948788,-73.8172308728099,,3.5,12,07/31/2018,06D|09A|09C|10F|06C|10F|10I|06D|10F|02G|04L|04M|06E|08A|09A|10F,13512 Jamaica Ave,12,A,Cycle Inspection / Initial Inspection,Pizza,Critical,GEO'S Pizzeria & Restaurant,Queens,US,NY,11418,QUEENS,11418,16
2127491734,(212) 749-1734,Tap-a-keg,2731 Broadway,40.80035,-73.96846,$,3.0,53,04/19/2018,10F|10A|10B|04N|08A|10F|04H|10F|06D|06E|10F|15L|04H|06C|04H|04M|04N|08A|10F|04H|04N|06D|08A|15K|15L|04L|04M|06D|08A|10F|10A|10B|04N|08A|10F|04H|10F|06D|06E|10F|15L|04H|06C|04H|04M|04N|08A|10F|04H|04N|06D|08A|15K|15L|04L|04M|06D|08A,2731 Broadway,3,A,Cycle Inspection / Initial Inspection,American,Not Critical,Tap A Keg,New York,US,NY,10025,MANHATTAN,10025,58
7184394822,(718) 439-4822,El Arco,5717 5th Ave,40.64078,-74.01463,$,4.0,11,06/20/2018,09C|10F|04L|08A|02H|04L|04M|06C|06D|08A|09A|09C|22A|06C|09B,5717 5th Ave,7,A,Cycle Inspection / Initial Inspection,Mexican,Not Critical,El Arco,Brooklyn,US,NY,11220,BROOKLYN,11220,15
9174490509,(212) 269-3811,Chef's Hall,180 Maiden Ln,40.70527,-74.00551,,2.5,4,02/25/2019,06D|06E|02B|04N|06D|08A|10F,180 Maiden Ln,10,A,Pre-permit (Operational) / Re-inspection,American,Critical,MicroTek,New York,US,NY,10038,MANHATTAN,10005,7
7183409154,(212) 749-2522,Subway,301 Cathedral Pkwy,40.8010252342674,-73.9583678220902,$,2.5,6,08/21/2018,04L|08A|04N|08A|10F,301 Cathedral Pkwy,11,A,Cycle Inspection / Initial Inspection,Sandwiches,Critical,Subway,New York,US,NY,10026,MANHATTAN,10026,5
3473508558,(347) 350-8558,Juices For Life Bk,277 Malcolm X Blvd,40.6828999,-73.92891,$$,4.0,49,01/15/2019,04L|04N|08A|10B|22F|10F|16B|22F|06E|10B,277 Malcolm X Blvd,11,A,Cycle Inspection / Initial Inspection,Juice/ Smoothies/ Fruit Salads,Critical,Juices For Life,Brooklyn,US,NY,11233,BROOKLYN,11233,10
2122228934,(212) 222-8934,Maharaja Palace,2113 Frederick Douglass Blvd,40.8033065717907,-73.9562846158103,$$,3.5,160,11/19/2018,04M|06C|08A|10F|22C|02B|02G|02H|04K|04M|04N|08A|04L|04N|08A|10F|04K|04L|04M|08A|04L|06A|06C|06D|08A|02B|04L|04N|06C|08A|10F|02G|04L|08A|08C|02G|04M|04N|06C|06D|08A|09B|10B|06C|08A|10B|02G|04L|08A|09C|10B|10F,2113 Frederick Douglass Blvd,18,B,Cycle Inspection / Re-inspection,Indian,Critical,Maharaja Palace,New York,US,NY,10026,MANHATTAN,10026,52
3038195961,,Blue Bottle Coffee,75 Varick St,40.72329,-74.0064,,3.5,2,10/22/2018,06C|10F|06C|10F,75 Varick St,7,A,Pre-permit (Operational) / Initial Inspection,Caf̩/Coffee/Tea,Critical,Blue Bottle Coffee,New York,US,NY,10013,MANHATTAN,10013,4
7322666069,(718) 761-7100,Gloria Jeans Coffee,2655 Richmond Ave,40.5813,-74.166,$,1.5,8,08/20/2018,04A|10A|10F|20D|04A|10A|10F|20D|04A|10A|10F|20D|04A|10A|10F|20D,2655 Richmond Ave,10,A,Cycle Inspection / Initial Inspection,Caf̩/Coffee/Tea,Critical,KFC,Staten Island,US,NY,10312,STATEN ISLAND,10314,16
2129273812,(212) 927-3812,Malecon Restaurant,4141 Broadway,40.84651,-73.93882,$$,4.0,656,07/30/2018,10F|06D|10B|10F|22F|02G|10A,4141 Broadway,2,A,Cycle Inspection / Initial Inspection,Spanish,Not Critical,Malecon Restaurant,New York,US,NY,10033,MANHATTAN,10033,7
7184408700,(718) 440-8700,Chirping Chicken,219 W 145th St,40.822318,-73.940193,,3.0,14,03/08/2018,08C|10B|10J,219 W 145th St,6,A,Pre-permit (Operational) / Initial Inspection,Chicken,Not Critical,Chirping Chicken,New York,US,NY,10039,MANHATTAN,10039,3
7189976611,(718) 997-6622,Rego Garden Chinese Restaurant,9303 63rd Dr,40.7282669,-73.8636984,$,3.5,31,09/26/2018,02G|02B|06E|04H|06D|06C|06D|10F|02G|10F,9303 63rd Dr,7,A,Cycle Inspection / Initial Inspection,Chinese,Critical,Rego Garden Restaurant,Rego Park,US,NY,11374,QUEENS,11374,10
6465229863,(646) 869-2151,The Hairy Lemon,28 Avenue B,40.72249,-73.98338,$,4.5,48,04/24/2018,02G|15F|16B|04H|06C|06D|06E|06F|10H,28 Avenue B,7,A,Pre-permit (Operational) / Re-inspection,American,Critical,The Hairy Lemon Pub,New York,US,NY,10009,MANHATTAN,10009,9
2124263906,(212) 426-3906,Teng Dragon,2260 1st Ave,40.7961006164551,-73.9349899291992,$,3.0,18,09/20/2018,02G|10F|04M|04N|06C|08A,2260 1st Ave,9,A,Pre-permit (Operational) / Re-inspection,Chinese,Critical,Teng Dragon,New York,US,NY,10035,MANHATTAN,10035,6
8442940125,,Plowshares Coffee Roasters,1351 Amsterdam Ave,40.81381,-73.95575,,5.0,5,03/28/2019,10B|10F|10J,1351 Amsterdam Ave,6,A,Pre-permit (Operational) / Initial Inspection,Caf̩/Coffee/Tea,Not Critical,Plowshares Coffee,New York,US,NY,10027,MANHATTAN,10027,3
7189673077,(718) 967-3077,Marina Cafe,154 Mansion Ave,40.5442334342047,-74.1409821362458,$$,3.0,249,01/17/2018,06C|06D|10B|06B|06D|10I|06E|10B|10F|02G|09B|04H|06C|06D|02G|06D|02B|02G|06D,154 Mansion Ave,12,A,Cycle Inspection / Initial Inspection,Italian,Critical,Marina Cafe,Staten Island,US,NY,10308,STATEN ISLAND,10308,19
9174751131,(917) 475-1131,Cello Wine Bar,226 E 53rd St,40.7570686,-73.9684187,$$,4.0,185,04/10/2019,10B|10E|10F|10H|15F|06A|06D|06D|||03D|04L|05F|08A|10F|04L|08A,226 E 53rd St,8,A,Cycle Inspection / Initial Inspection,American,Not Critical,Cello Wine Bar,New York,US,NY,10022,MANHATTAN,10022,17
2125541515,(212) 554-1515,Le Bernardin,155 W 51st St,40.761557,-73.981763,$$$$,4.5,2396,06/04/2018,02G|06D|06D|10B|10F|06D|10F|10J|02G|06D|06D|10B|10F|06D|10F|10J,155 W 51st St,13,A,Cycle Inspection / Initial Inspection,French,Critical,Le Bernardin,New York,US,NY,10019,MANHATTAN,10019,16
2127576100,(212) 757-6100,Savory,15 W 39th St,40.7520195313922,-73.9831534119241,,4.0,104,10/24/2018,06C|10F|06D|10F|03F|04M|06F|08A|10B|22F|02B|06F|04L|04N|08A|10F|02B|02H|04N|06D|08A|10B|10F|06C|10F|06D|10F|03F|04M|06F|08A|10B|22F|02B|06F|04L|04N|08A|10F|02B|02H|04N|06D|08A|10B|10F|06C|10F|06D|10F|03F|04M|06F|08A|10B|22F|02B|06F|04L|04N|08A|10F|02B|02H|04N|06D|08A|10B|10F,15 W 39th St,7,A,Cycle Inspection / Initial Inspection,American,Critical,Savory,New York,US,NY,10018,MANHATTAN,10018,69
6469187132,(646) 918-7132,Chop't,54 Spring St,40.7220423685173,-73.9966765780916,$$,3.5,139,11/26/2018,10F|02G|10F|06F|10F,54 Spring St,2,A,Cycle Inspection / Initial Inspection,Salads,Not Critical,Chopt Creative Salad Co.,New York,US,NY,10012,MANHATTAN,10012,5
9292343210,(929) 234-3210,The Chameleon Bk,546 Flatbush Ave,40.6606717,-73.9609248,,2.0,2,04/26/2018,06D|10F|06D|10F,546 Flatbush Ave,7,A,Pre-permit (Operational) / Initial Inspection,Caf̩/Coffee/Tea,Critical,The Chameleon BK,Brooklyn,US,NY,11225,BROOKLYN,11225,4
7184557552,(347) 745-8644,Sajoma,909 Dekalb Ave,40.69275,-73.9403,,1.0,3,01/03/2019,04N|08A|02H|10C|10F,909 Dekalb Ave,9,A,Cycle Inspection / Initial Inspection,Latin (Cuban/ Dominican/ Puerto Rican/ South & Central American),Critical,Sajoma Pizzeria Restaurant NY,Brooklyn,US,NY,11221,BROOKLYN,11221,5
7187733076,(718) 773-3076,Hing Hung Kitchen,619 Nostrand Ave,40.67583,-73.94981,$,3.0,10,02/06/2019,10F|02B|02G|04L|05D|06C|08A|08C|10E|10F|10F|02G|04M|06C|08A|08C|09C|10F|04L|08A|02G|04M|08A|10F|04K|04M|06C|08A|10B|10F|22A,619 Nostrand Ave,3,Z,Cycle Inspection / Reopening Inspection,Chinese,Not Critical,Hing Hung Kitchen,Brooklyn,US,NY,11216,BROOKLYN,11216,31
7183411044,(718) 341-0711,Golden Krust,13338 Springfield Blvd,40.6817566,-73.7524224,$,4.0,4,03/11/2019,09B|10B|10F|04L|08A|04L|08A|15F|08C|10D|10F,13338 Springfield Blvd,8,A,Cycle Inspection / Initial Inspection,Caribbean,Not Critical,Golden Krust Bakery,Springfield Gardens,US,NY,11413,QUEENS,11413,11
2129322105,(212) 932-2052,Absolute Bagels,2788 Broadway,40.80251,-73.96745,$,4.5,1272,05/01/2018,02G|10F|06C|10B|10F|10F|02B|04L|04N|06C|08A|06C|10I|04D|04L|08A|02G|10F,2788 Broadway,11,A,Cycle Inspection / Initial Inspection,Bagels/Pretzels,Critical,Absolute Bagels,New York,US,NY,10025,MANHATTAN,10025,18
9173407855,(212) 505-7609,Ray's Candy Store,113 Avenue A,40.7262776243945,-73.9835707495258,$,4.5,355,06/07/2018,04L|08A|10B|||02G|04L|08A|10F|02G|04A|04E|04H|04K|04N|05A|06C|08A|09A|10H|10I|04L|08A|10F|02B|04K|08A|10B|10F|04N|08A|10B|04N|06A|08A|10B|04N|08A|10F|02G|04O|05A|10B|10F,113 Avenue A,12,A,Cycle Inspection / Initial Inspection,American,Critical,Ray's Candy Store,New York,US,NY,10009,MANHATTAN,10009,44
7182820366,(718) 282-0366,El Ranchito Poblano Restaurant,1306 Flatbush Ave,40.6382316,-73.9536798,$,3.0,104,03/30/2019,02G|06C|06F|10B|15F|02G|06C|06F|10B|15F,1306 Flatbush Ave,20,Not Yet Graded,Pre-permit (Operational) / Initial Inspection,Mexican,Critical,El Ranchito Poblano,Brooklyn,US,NY,11210,BROOKLYN,11210,10
7187934659,(718) 793-4659,Holy Schnitzel,7222 Main St,40.725894,-73.821737,$$,3.5,43,05/10/2018,10F|06C|02B|02G,7222 Main St,3,A,Cycle Inspection / Initial Inspection,Jewish/Kosher,Not Critical,Holy Schnitzel,Queens,US,NY,11367,QUEENS,11367,4
9173356672,(212) 226-1600,,186 Grand St,40.7194089547259,-73.9973777877722,$$,4.5,727,01/01/1900,|||,186 Grand St,,,,Other,Not Applicable,Gelso & Grand,New York,US,NY,10013,BROOKLYN,11211,4
